MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,MEMBER_MARITAL_STATUS_embed_dim_0,MEMBER_MARITAL_STATUS_embed_dim_1,MEMBER_MARITAL_STATUS_embed_dim_2,MEMBER_GENDER_embed_dim_0,MEMBER_GENDER_embed_dim_1,MEMBERSHIP_PACKAGE_embed_dim_0,MEMBERSHIP_PACKAGE_embed_dim_1,PAYMENT_MODE_embed_dim_0,PAYMENT_MODE_embed_dim_1,PAYMENT_MODE_embed_dim_2,y_pred,y_proba,TARGET
17.0,112218.0,499992.0,2.0,38.0,1.0,3,0.2244395910334565,307,2013,2,28,76494.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0062025428111543955,0
28.0,100000.0,549996.0,6.0,66.0,0.0,3,0.1818195041418483,1210,2010,9,9,132660.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.20503268436469838,0
22.0,499999.87,1500000.0,2.0,59.0,0.0,2,0.3333332466666666,356,2013,1,10,118767.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.01690816769279427,0
19.0,100000.8,300000.0,1.0,66.0,2.0,0,0.333336,1737,2009,3,31,132594.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4522310565965896,1
17.0,199978.88,900000.0,1.0,50.0,3.0,3,0.2221987555555555,105,2013,9,18,100650.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094,0,0.05297222039019485,0
12.0,120000.96,499992.0,1.0,28.0,0.0,1,0.2400057600921614,356,2013,1,10,56364.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,1,0.5983475432731273,0
30.0,200000.0,399996.0,1.0,55.0,1.0,1,0.5000050000500005,1652,2009,6,24,110495.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.33107614217898473,0
27.0,100000.0,500004.0,1.0,36.0,3.0,1,0.1999984000127999,1237,2010,8,13,72360.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3707387956546138,0
17.0,103090.03,499992.0,1.0,51.0,2.0,2,0.2061833589337429,378,2012,12,19,102612.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.036350654039412636,0
94.0,129680.2,423132.0,2.0,40.0,0.0,1,0.3064769386385336,672,2012,2,29,80480.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.4392907532717532,0
17.0,100000.0,399996.0,1.0,33.0,3.0,3,0.2500025000250002,1807,2009,1,20,66297.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.34735080341544217,0
31.0,100000.0,1200000.0,1.0,53.0,1.0,1,0.0833333333333333,1637,2009,7,9,106477.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.2637407761055512,0
32.0,119999.88,99996.0,1.0,62.0,2.0,3,1.200046801872075,369,2012,12,28,124744.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.15103213845593996,1
12.0,200000.0,1399992.0,1.0,35.0,1.0,2,0.1428579591883382,650,2012,3,22,70420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.5685182219387641,1
53.0,109999.42,694992.0,1.0,52.0,1.0,2,0.1582743686258259,568,2012,6,12,104624.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.4051149817701716,0
14.0,150000.0,399996.0,1.0,70.0,1.0,3,0.3750037500375003,1524,2009,10,30,140630.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.23069640706138667,0
17.0,120000.96,499992.0,2.0,66.0,2.0,3,0.2400057600921614,366,2012,12,31,132792.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.054746607878461084,0
12.0,150000.0,1672992.0,2.0,39.0,3.0,1,0.0896597234176852,796,2011,10,28,78429.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.43356043288906276,1
17.0,515450.86,1500000.0,5.0,55.0,3.0,3,0.3436339066666666,111,2013,9,12,110715.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.022656083950048665,0
22.0,120000.96,1200000.0,1.0,47.0,2.0,0,0.1000008,1224,2010,8,26,94470.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.3583200101230751,1
12.0,300002.4,549996.0,1.0,76.0,0.0,3,0.5454628760936444,1038,2011,2,28,152836.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,1,0.7276278639264262,1
12.0,100000.0,799992.0,1.0,28.0,3.0,1,0.1250012500125001,827,2011,9,27,56308.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.4359673418694012,0
80.0,100000.49,549996.0,6.0,63.0,0.0,1,0.1818203950574186,366,2012,12,31,126756.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.03886789070799339,0
43.0,501000.0,1400004.0,1.0,51.0,1.0,2,0.3578561204110845,1219,2010,8,31,102510.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.5026150188104752,1
42.0,100000.0,200004.0,1.0,43.0,3.0,1,0.499990000199996,1755,2009,3,13,86387.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3311784441397064,0
12.0,200000.0,3399996.0,1.0,45.0,2.0,0,0.0588235986159983,397,2012,11,30,90540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.07271090891451575,0
17.0,119995.44,249996.0,2.0,41.0,3.0,2,0.4799894398310373,261,2013,4,15,82533.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.18527099189926421,0
27.0,150000.0,549996.0,1.0,66.0,3.0,3,0.2727292562127724,1253,2010,7,28,132660.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3207724002576077,0
68.0,500000.0,549996.0,6.0,60.0,0.0,1,0.9090975207092415,1220,2010,8,30,120600.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,1,0.5104304199648412,1
17.0,100000.0,350004.0,1.0,23.0,0.0,0,0.2857110204454806,1693,2009,5,14,46207.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.33128927554927645,0
12.0,200004.0,549996.0,1.0,86.0,3.0,1,0.3636462810638622,1097,2010,12,31,172860.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.5724648799791907,0
37.0,100000.0,349992.0,1.0,58.0,2.0,1,0.2857208164758051,1433,2010,1,29,116580.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.22660637477737403,0
32.0,100000.0,399996.0,1.0,63.0,1.0,2,0.2500025000250002,1219,2010,8,31,126630.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.23584667894282296,0
17.0,100000.0,600000.0,1.0,30.0,0.0,1,0.1666666666666666,1462,2009,12,31,60270.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3611626284322023,0
12.0,200000.0,999996.0,2.0,48.0,0.0,2,0.2000008000032,422,2012,11,5,96576.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.184629816378446,0
12.0,150000.0,699996.0,1.0,35.0,3.0,2,0.2142869387825073,1050,2011,2,16,70385.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.6408135832553632,0
27.0,160465.8,1800000.0,1.0,4.0,1.0,3,0.0891476666666666,156,2013,7,29,8052.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.1646511905183573,0
12.0,250000.0,799992.0,2.0,43.0,2.0,0,0.3125031250312503,642,2012,3,30,86516.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.7637861941692613,1
23.0,500000.0,2300004.0,1.0,62.0,2.0,1,0.2173909262766499,1798,2009,1,29,124558.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.28853627730616566,0
65.0,123132.37,999996.0,2.0,43.0,1.0,3,0.1231328625314501,497,2012,8,22,86516.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.45882691663507236,1
9.0,100000.0,399996.0,1.0,27.0,0.0,1,0.2500025000250002,1728,2009,4,9,54243.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.26851032622773763,0
31.0,100000.0,185004.0,1.0,54.0,2.0,1,0.5405288534301961,1643,2009,7,3,108486.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.345490964768238,0
12.0,100000.0,350004.0,1.0,40.0,3.0,2,0.2857110204454806,1839,2008,12,19,80320.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3335976343993628,0
17.0,250000.54,1872804.0,2.0,49.0,0.0,2,0.1334899647800837,124,2013,8,30,98637.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0016496849151478759,0
22.0,100000.34,799992.0,2.0,39.0,0.0,1,0.1250016750167501,279,2013,3,28,78507.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.23235967683002193,1
17.0,100000.8,360000.0,1.0,24.0,0.0,0,0.27778,1888,2008,10,31,48192.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.42085227206454934,0
25.0,400000.0,999996.0,1.0,60.0,1.0,1,0.4000016000064,1584,2009,8,31,120540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.4684342638614475,0
12.0,100002.0,120000.0,1.0,60.0,3.0,2,0.83335,1143,2010,11,15,120600.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.38333169726547117,0
56.0,100000.0,500004.0,1.0,39.0,2.0,2,0.1999984000127999,1372,2010,3,31,78390.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.36258874174896144,1
17.0,141012.6,549996.0,6.0,68.0,1.0,3,0.256388410097528,44,2013,11,18,136884.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.011598358445377443,0
17.0,185556.36,999996.0,1.0,56.0,0.0,3,0.1855571022284089,276,2013,3,31,112728.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.09699274816584275,0
22.0,100000.0,399996.0,1.0,39.0,2.0,2,0.2500025000250002,1737,2009,3,31,78351.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.37809851568928315,1
27.0,100000.0,549996.0,6.0,77.0,0.0,0,0.1818195041418483,1344,2010,4,28,154770.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2749194181248245,0
17.0,100000.0,600000.0,1.0,22.0,0.0,0,0.1666666666666666,1862,2008,11,26,44176.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3425526785508395,1
17.0,108770.29,300000.0,1.0,62.0,2.0,3,0.3625676333333333,405,2012,11,22,124744.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.03507608514917337,0
12.0,110000.0,316992.0,2.0,40.0,1.0,2,0.3470119119725419,357,2013,1,9,80520.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.45220368580509734,0
17.0,113870.74,409992.0,1.0,47.0,1.0,3,0.2777389314913462,310,2013,2,25,94611.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0025249395755768773,0
27.0,206000.0,549996.0,1.0,64.0,0.0,1,0.3745481785322075,1251,2010,7,30,128640.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.4390455782540712,0
35.0,100000.0,500004.0,1.0,49.0,2.0,0,0.1999984000127999,1934,2008,9,15,98392.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2891766452468195,1
27.0,120000.0,1200000.0,1.0,69.0,2.0,2,0.1,338,2013,1,28,138897.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.11722930609196025,0
12.0,150000.0,549996.0,1.0,47.0,2.0,1,0.2727292562127724,1373,2010,3,30,94470.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.27406119896690717,0
12.0,200004.0,1700004.0,1.0,48.0,1.0,1,0.1176491349432119,1066,2011,1,31,96528.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,1,0.5185812940313393,1
65.0,100000.0,120000.0,1.0,28.0,3.0,1,0.8333333333333334,1282,2010,6,29,56280.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.37761903667797286,0
12.0,120000.0,300000.0,1.0,68.0,0.0,1,0.4,597,2012,5,14,136816.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.5610598926023617,1
69.0,295518.61,849996.0,2.0,64.0,1.0,3,0.347670589038066,488,2012,8,31,128768.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,1,0.6429877067704131,1
12.0,450000.0,549996.0,6.0,62.0,2.0,1,0.8181877686383173,653,2012,3,19,124744.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.7484954540285266,1
12.0,135000.0,600000.0,2.0,64.0,1.0,0,0.225,281,2013,3,26,128832.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.005045657915876934,0
22.0,103090.01,279996.0,2.0,26.0,2.0,1,0.3681838669123844,97,2013,9,26,52338.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.003299527533398501,0
12.0,666668.0,1500000.0,1.0,21.0,0.0,1,0.4444453333333333,1251,2010,7,30,42210.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.36836039642717355,0
22.0,100000.0,399996.0,1.0,50.0,1.0,2,0.2500025000250002,1372,2010,3,31,100500.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.31161103833625803,0
12.0,100000.0,2299992.0,2.0,35.0,3.0,2,0.0434784120988246,649,2012,3,23,70420.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.25288258978917,0
99.0,301544.47,549996.0,1.0,36.0,0.0,2,0.5482666601211644,1007,2011,3,31,72396.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.4941397707988638,1
12.0,150000.0,699996.0,1.0,44.0,3.0,1,0.2142869387825073,1384,2010,3,19,88440.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2858031697003935,0
17.0,300000.0,549996.0,1.0,39.0,1.0,0,0.5454585124255449,1559,2009,9,25,78351.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.4331870987147122,0
32.0,101514.46,499992.0,1.0,34.0,3.0,1,0.2030321685146962,672,2012,2,29,68408.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,1,0.5542857418184571,1
101.0,101684.97,1500000.0,1.0,41.0,0.0,0,0.06778998,55,2013,11,7,82533.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.004272315546772068,0
32.0,101814.16,999996.0,2.0,43.0,0.0,1,0.101814567258269,93,2013,9,30,86559.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.0026068001590971233,0
12.0,150000.0,249996.0,1.0,72.0,0.0,0,0.6000096001536025,845,2011,9,9,144792.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.6099737368500089,0
17.0,111597.36,699996.0,1.0,38.0,2.0,3,0.1594257110040629,177,2013,7,8,76494.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.05709583530210145,0
12.0,115000.0,499992.0,2.0,47.0,0.0,0,0.2300036800588809,276,2013,3,31,94611.0,0.27973944,0.539785,0.28578463,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.02051329998055668,0
17.0,100000.0,549996.0,4.0,56.0,2.0,0,0.1818195041418483,1863,2008,11,25,112448.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.24737240160440482,0
17.0,206180.0,999996.0,1.0,55.0,0.0,3,0.2061808247232989,380,2012,12,17,110660.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.027381108606379673,0
12.0,100000.8,699996.0,5.0,50.0,3.0,0,0.1428591020520117,385,2012,12,12,100600.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.3969359634451688,0
99.0,149999.88,499992.0,1.0,63.0,0.0,3,0.3000045600729611,369,2012,12,28,126756.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.07741085369100223,0
53.0,100000.0,399996.0,1.0,42.0,2.0,0,0.2500025000250002,1238,2010,8,12,84420.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.32042401189458447,0
12.0,100000.0,249996.0,1.0,28.0,0.0,0,0.4000064001024016,2315,2007,8,31,56196.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3976341263268667,1
12.0,100000.0,600000.0,1.0,39.0,3.0,0,0.1666666666666666,926,2011,6,20,78429.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.5624251080957609,0
17.0,247415.16,999996.0,2.0,54.0,3.0,3,0.2474161496645986,251,2013,4,25,108702.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279,0,0.05228131647750019,0
32.0,204044.82,1099992.0,2.0,42.0,1.0,1,0.1854966399755634,673,2012,2,28,84504.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.3244611313818021,0
79.0,102979.95,600000.0,1.0,56.0,0.0,2,0.17163325,187,2013,6,28,112728.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.004341284683715766,0
81.0,108418.28,649992.0,1.0,60.0,0.0,1,0.1667994067619293,826,2011,9,28,120660.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.41954602096193383,0
12.0,1999999.99,3251520.0,2.0,51.0,1.0,1,0.6150969362021455,646,2012,3,26,102612.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,1,0.752783728184355,1
72.0,100000.35,1099992.0,1.0,34.0,2.0,3,0.0909100702550564,775,2011,11,18,68374.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.4424670988848354,0
40.0,500000.0,3600000.0,1.0,44.0,3.0,1,0.1388888888888889,1595,2009,8,20,88396.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.23391891297021658,0
12.0,400000.0,499992.0,1.0,57.0,0.0,2,0.8000128002048033,124,2013,8,30,114741.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.021578443486338222,0
49.0,100000.0,350004.0,1.0,46.0,3.0,0,0.2857110204454806,1219,2010,8,31,92460.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.3023185283631846,0
60.0,100000.0,549996.0,1.0,65.0,0.0,2,0.1818195041418483,1385,2010,3,18,130650.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.2392177486077844,0
40.0,100000.8,345600.0,1.0,45.0,2.0,0,0.2893541666666667,2073,2008,4,29,90360.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279,0,0.4010434724006615,0
27.0,120000.0,549996.0,1.0,52.0,0.0,2,0.2181834049702179,1343,2010,4,29,104520.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3690229319940302,1
70.0,100002.02,549996.0,6.0,69.0,0.0,1,0.1818231768958319,294,2013,3,13,138897.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355,0,0.0947267853699846,1
17.0,100000.0,549996.0,4.0,50.0,2.0,2,0.1818195041418483,2129,2008,3,4,100400.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.3410285604821203,0
12.0,100000.0,819996.0,1.0,61.0,2.0,0,0.1219518143990946,919,2011,6,27,122671.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355,0,0.4925245071863004,1
27.0,100000.0,579996.0,1.0,34.0,0.0,3,0.1724149821722908,1373,2010,3,30,68340.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.4042720891691832,0
12.0,250000.0,1050000.0,1.0,54.0,3.0,1,0.238095238095238,1584,2009,8,31,108486.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562,0,0.31658348685398,0
32.0,114120.63,300000.0,2.0,40.0,3.0,1,0.3804021,296,2013,3,11,80520.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562,0,0.014383366634223248,0
