MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,MEMBER_MARITAL_STATUS_embed_dim_0,MEMBER_MARITAL_STATUS_embed_dim_1,MEMBER_MARITAL_STATUS_embed_dim_2,MEMBER_GENDER_embed_dim_0,MEMBER_GENDER_embed_dim_1,MEMBERSHIP_PACKAGE_embed_dim_0,MEMBERSHIP_PACKAGE_embed_dim_1,PAYMENT_MODE_embed_dim_0,PAYMENT_MODE_embed_dim_1,PAYMENT_MODE_embed_dim_2
48.0,200022.53,1899996.0,1.0,59.0,1.0,0,0.10527523742155247,947,2011,5,30,118649.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,124968.2,199992.0,2.0,58.0,3.0,0,0.6248659946397855,78,2013,10,15,116754.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
61.0,128000.33,549996.0,6.0,80.0,3.0,2,0.2327295653059295,358,2013,1,8,161040.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
28.0,100000.0,5000004.0,1.0,67.0,2.0,1,0.0199999840000128,1372,2010,3,31,134670.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
32.0,120008.27,1200000.0,1.0,35.0,1.0,2,0.10000689166666667,642,2012,3,30,70420.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,146998.0,399996.0,2.0,22.0,0.0,2,0.3674986749867499,307,2013,2,28,44286.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,120000.0,1488000.0,1.0,34.0,1.0,1,0.08064516129032258,1933,2008,9,16,68272.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,100002.0,549996.0,4.0,41.0,0.0,0,0.18182314053193113,1899,2008,10,20,82328.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,123712.08,799992.0,1.0,33.0,0.0,3,0.15464164641646416,86,2013,10,7,66429.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,199900.0,600000.0,2.0,20.0,0.0,0,0.33316666666666667,307,2013,2,28,40260.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
41.0,100000.0,2160000.0,1.0,54.0,2.0,0,0.046296296296296294,1219,2010,8,31,108540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,164812.38,1500000.0,1.0,54.0,1.0,1,0.10987492,982,2011,4,25,108594.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
54.0,199999.75,799992.0,1.0,51.0,2.0,1,0.2500021875218752,335,2013,1,31,102663.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
78.0,127440.17,159996.0,1.0,25.0,0.0,2,0.796520975524388,1016,2011,3,22,50275.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
39.0,100002.0,1100004.0,1.0,56.0,3.0,1,0.09091057850698725,1437,2010,1,25,112560.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,150000.0,499992.0,1.0,50.0,2.0,2,0.30000480007680125,300,2013,3,7,100650.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,100005.0,549996.0,1.0,56.0,0.0,1,0.1818285951170554,1562,2009,9,22,112504.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,109637.46,1399992.0,2.0,45.0,0.0,3,0.07831291893096533,400,2012,11,27,90540.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
61.0,115000.22,1200000.0,1.0,43.0,2.0,0,0.09583351666666667,796,2011,10,28,86473.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,119997.84,399996.0,1.0,29.0,3.0,1,0.29999759997599973,1967,2008,8,13,58232.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
22.0,100000.0,549996.0,6.0,62.0,0.0,2,0.1818195041418483,1493,2009,11,30,124558.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
85.0,253748.06,549996.0,1.0,39.0,0.0,1,0.46136346446155974,1115,2010,12,13,78390.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
56.0,180000.0,549996.0,6.0,63.0,2.0,3,0.32727510745532695,1325,2010,5,17,126630.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,200000.0,349992.0,1.0,41.0,3.0,1,0.5714416329516103,642,2012,3,30,82492.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200000.0,1699992.0,1.0,30.0,1.0,1,0.11764761245935275,1027,2011,3,11,60330.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,100000.0,349992.0,2.0,49.0,1.0,1,0.28572081647580516,93,2013,9,30,98637.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,300000.0,1.0,28.0,1.0,1,0.3333333333333333,1219,2010,8,31,56280.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
53.0,100000.0,6500004.0,1.0,30.0,0.0,0,0.015384605917165589,1687,2009,5,20,60270.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
38.0,120000.0,249996.0,1.0,46.0,2.0,3,0.480007680122882,1567,2009,9,17,92414.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
41.0,150000.0,500004.0,1.0,54.0,1.0,3,0.29999760001919984,1372,2010,3,31,108540.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,119994.96,600000.0,1.0,54.0,2.0,2,0.19999160000000002,317,2013,2,18,108702.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,120003.36,249996.0,1.0,55.0,1.0,2,0.48002112033792543,1045,2011,2,21,110605.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,239979.03,900000.0,2.0,47.0,3.0,1,0.26664336666666666,277,2013,3,30,94611.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
19.0,103999.93,499992.0,2.0,39.0,1.0,1,0.2080031880510088,43,2013,11,19,78507.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
27.0,120000.96,600000.0,1.0,56.0,0.0,3,0.2000016,1372,2010,3,31,112560.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
72.0,150000.0,549996.0,1.0,62.0,1.0,0,0.27272925621277244,1112,2010,12,16,124620.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,999996.0,5.0,50.0,1.0,1,0.1000004000016,1409,2010,2,22,100500.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,249996.0,1.0,36.0,3.0,0,0.4000064001024016,1843,2008,12,15,72288.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
27.0,100000.0,549996.0,6.0,65.0,1.0,3,0.1818195041418483,1360,2010,4,12,130650.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,500000.0,999996.0,1.0,37.0,2.0,0,0.500002000008,1455,2010,1,7,74370.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
32.0,101017.07,549996.0,1.0,40.0,3.0,2,0.18366873577262383,778,2011,11,15,80440.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,499999.99,600000.0,1.0,64.0,1.0,0,0.8333333166666667,646,2012,3,26,128768.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
82.0,129300.0,1200000.0,1.0,59.0,0.0,1,0.10775,308,2013,2,27,118767.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,116019.62,999996.0,1.0,37.0,1.0,0,0.11602008408033632,1759,2009,3,9,74333.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
78.0,120617.64,549996.0,1.0,60.0,0.0,0,0.21930639495559967,996,2011,4,11,120660.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,131784.24,999996.0,2.0,60.0,3.0,3,0.13178476713906856,155,2013,7,30,120780.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
21.0,120000.96,600000.0,1.0,64.0,3.0,0,0.2000016,1804,2009,1,23,128576.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
24.0,150000.0,549996.0,6.0,71.0,2.0,1,0.27272925621277244,1415,2010,2,16,142710.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,103090.04,784704.0,2.0,57.0,2.0,1,0.13137442908408775,230,2013,5,16,114741.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,197994.0,450000.0,2.0,43.0,1.0,1,0.4399866666666667,156,2013,7,29,86559.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,900000.0,1.0,41.0,2.0,0,0.1111111111111111,834,2011,9,20,82451.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
71.0,304650.0,300000.0,1.0,27.0,2.0,0,1.0155,919,2011,6,27,54297.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,499992.0,2.0,44.0,3.0,1,0.2000032000512008,384,2012,12,13,88528.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,549996.0,4.0,35.0,2.0,0,0.1818195041418483,2143,2008,2,19,70280.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100002.0,1250004.0,1.0,60.0,2.0,3,0.08000134399569922,1014,2011,3,24,120660.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,1500000.0,1800000.0,1.0,28.0,0.0,0,0.8333333333333334,650,2012,3,22,56336.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,118837.48,300000.0,2.0,47.0,0.0,3,0.3961249333333333,411,2012,11,16,94564.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,1.0033257,-0.5032684,-0.40938094
102.0,137790.72,450000.0,1.0,39.0,0.0,0,0.3062016,855,2011,8,30,78429.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,199950.0,4999992.0,2.0,51.0,1.0,1,0.039990063984102375,674,2012,2,27,102612.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,499992.0,2.0,29.0,1.0,1,0.2000032000512008,99,2013,9,24,58377.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
52.0,2000000.0,54050628.0,1.0,43.0,2.0,1,0.0370023452826487,1219,2010,8,31,86430.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
90.0,101550.0,1350000.0,2.0,70.0,0.0,1,0.07522222222222222,645,2012,3,27,140840.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
16.0,100000.0,500004.0,1.0,68.0,1.0,3,0.1999984000127999,1682,2009,5,25,136612.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
12.0,153845.0,549996.0,1.0,83.0,0.0,1,0.2797202161470265,1162,2010,10,27,166830.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
9.0,100000.0,350004.0,1.0,46.0,3.0,1,0.28571102044548063,1755,2009,3,13,92414.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
78.0,500000.47,999996.0,2.0,25.0,2.0,3,0.50000247000988,713,2012,1,19,50300.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
59.0,100514.79,600000.0,1.0,46.0,1.0,2,0.16752465,979,2011,4,28,92506.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
17.0,194579.06,300000.0,2.0,60.0,1.0,2,0.6485968666666666,296,2013,3,11,120780.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
22.0,119999.88,380004.0,5.0,46.0,3.0,0,0.3157858338333281,1737,2009,3,31,92414.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
59.0,100000.0,399996.0,1.0,36.0,2.0,1,0.25000250002500024,1372,2010,3,31,72360.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,185559.24,799992.0,1.0,61.0,3.0,3,0.23195136951369513,37,2013,11,25,122793.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
30.0,100000.0,650004.0,1.0,64.0,1.0,2,0.1538452071064178,1219,2010,8,31,128640.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100001.76,579996.0,1.0,63.0,3.0,1,0.17241801667597706,642,2012,3,30,126756.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,216000.0,249996.0,1.0,44.0,2.0,1,0.8640138242211876,2189,2008,1,4,88352.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,109999.92,549996.0,6.0,67.0,1.0,1,0.20000130910042982,642,2012,3,30,134804.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
96.0,301544.09,549996.0,1.0,63.0,0.0,2,0.5482659692070488,978,2011,4,29,126693.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
31.0,150001.2,549996.0,1.0,58.0,2.0,0,0.2727314380468222,1888,2008,10,31,116464.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
12.0,200000.0,650004.0,1.0,43.0,2.0,3,0.3076904142128356,1099,2010,12,29,86430.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
17.0,107063.16,960000.0,1.0,60.0,3.0,1,0.111524125,366,2012,12,31,120720.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
42.0,100000.0,279996.0,1.0,53.0,2.0,2,0.3571479592565608,1360,2010,4,12,106530.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
32.0,100016.62,6000000.0,5.0,51.0,3.0,0,0.016669436666666666,826,2011,9,28,102561.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,200000.0,549996.0,1.0,58.0,0.0,1,0.3636390082836966,1100,2010,12,28,116580.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
60.0,100000.0,499992.0,1.0,34.0,2.0,2,0.2000032000512008,1219,2010,8,31,68340.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,107995.44,499992.0,2.0,51.0,1.0,2,0.21599433590937456,672,2012,2,29,102612.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,100000.0,800004.0,1.0,30.0,2.0,1,0.12499937500312498,2116,2008,3,17,60240.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,1.0033257,-0.5032684,-0.40938094
17.0,120273.87,469992.0,2.0,56.0,2.0,3,0.2559062069141602,135,2013,8,19,112728.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
49.0,100000.0,549996.0,1.0,72.0,3.0,2,0.1818195041418483,1385,2010,3,18,144720.0,0.10369337,-0.9288311,-0.015264446,-0.29536033,1.0824445,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,180000.0,1.0,24.0,0.0,0,0.5555555555555556,1793,2009,2,3,48216.0,-1.3853498,0.17453381,-1.4956062,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,500004.0,5.0,39.0,3.0,0,0.1999984000127999,2022,2008,6,19,78312.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
33.0,100000.0,450000.0,1.0,62.0,3.0,1,0.2222222222222222,1391,2010,3,12,124620.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,200000.0,499992.0,1.0,52.0,1.0,2,0.4000064001024016,824,2011,9,30,104572.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
56.0,300000.0,579996.0,1.0,39.0,3.0,0,0.5172449465168726,1377,2010,3,26,78390.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
17.0,103090.4,480000.0,2.0,46.0,2.0,3,0.21477166666666667,79,2013,10,14,92598.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,-0.54616356,-0.21557568,-1.0827601,2.725196,0.9714355
22.0,103090.0,549996.0,6.0,71.0,0.0,3,0.18743772681983142,187,2013,6,28,142923.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,120000.0,350004.0,1.0,38.0,3.0,0,0.34285322453457673,1835,2008,12,23,76304.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-1.0827601,2.725196,0.9714355
39.0,100373.0,699996.0,1.0,56.0,1.0,2,0.14339081937611073,1321,2010,5,21,112560.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,300000.0,6000000.0,1.0,58.0,3.0,0,0.05,1372,2010,3,31,116580.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
27.0,249999.76,3499992.0,1.0,46.0,1.0,2,0.07142866612266542,686,2012,2,15,92552.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,100000.0,800004.0,1.0,73.0,3.0,1,0.12499937500312498,1527,2009,10,27,146657.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
24.0,100000.13,399996.0,5.0,51.0,1.0,1,0.2500028250282503,1752,2009,3,16,102459.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,120273.87,999996.0,1.0,70.0,2.0,3,0.12027435109740439,277,2013,3,30,140910.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
42.0,221000.0,900000.0,1.0,42.0,1.0,0,0.24555555555555555,1576,2009,9,8,84378.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
41.0,100000.0,549996.0,4.0,43.0,0.0,3,0.1818195041418483,1668,2009,6,8,86387.0,0.27973944,0.539785,0.28578463,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,114998.96,999996.0,1.0,49.0,2.0,3,0.11499941999768,125,2013,8,29,98637.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
32.0,299999.99,1699992.0,1.0,66.0,0.0,2,0.1764714128066485,307,2013,2,28,132858.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,150000.0,549996.0,1.0,43.0,0.0,3,0.27272925621277244,1048,2011,2,18,86473.0,0.10369337,-0.9288311,-0.015264446,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
12.0,100000.0,499992.0,2.0,37.0,0.0,1,0.2000032000512008,378,2012,12,19,74444.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,100000.0,5150004.0,1.0,34.0,3.0,0,0.01941746064663251,1909,2008,10,10,68272.0,-0.44509146,1.5352405,-0.8534257,1.1197833,-0.9323207,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
54.0,112519.56,499992.0,2.0,51.0,1.0,3,0.22504272068353093,279,2013,3,28,102663.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
12.0,300000.0,34992.0,2.0,25.0,0.0,2,8.573388203017833,685,2012,2,16,50300.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
22.0,120000.96,900000.0,1.0,43.0,2.0,0,0.13333440000000002,1352,2010,4,20,86430.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
27.0,100000.0,500004.0,1.0,39.0,2.0,3,0.1999984000127999,1363,2010,4,9,78390.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
17.0,206001.96,499992.0,2.0,52.0,3.0,2,0.4120105121681947,351,2013,1,15,104676.0,0.10369337,-0.9288311,-0.015264446,-0.6122077,-0.4184213,-0.54616356,-0.21557568,0.7439208,0.82596856,-0.5151279
77.0,360000.35,1200000.0,2.0,26.0,2.0,1,0.30000029166666664,276,2013,3,31,52338.0,-0.44509146,1.5352405,-0.8534257,-0.6122077,-0.4184213,-0.54616356,-0.21557568,-2.023991,-1.4594462,0.6250562
12.0,120000.96,453996.0,1.0,25.0,0.0,0,0.2643216239790659,2254,2007,10,31,50175.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,0.7439208,0.82596856,-0.5151279
22.0,100000.0,399996.0,1.0,24.0,0.0,0,0.25000250002500024,1435,2010,1,27,48240.0,-1.3853498,0.17453381,-1.4956062,-0.6122077,-0.4184213,0.45833537,0.9619635,-2.023991,-1.4594462,0.6250562
