MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,START_YEAR,START_MONTH,START_DAY,MEMBER_MARITAL_STATUS_D,MEMBER_MARITAL_STATUS_M,MEMBER_MARITAL_STATUS_S,MEMBER_MARITAL_STATUS_Unknown,MEMBER_MARITAL_STATUS_W,MEMBER_GENDER_F,MEMBER_GENDER_M,MEMBER_GENDER_Unknown,MEMBERSHIP_PACKAGE_TYPE-A,MEMBERSHIP_PACKAGE_TYPE-B,PAYMENT_MODE_ANNUAL,PAYMENT_MODE_MONTHLY,PAYMENT_MODE_QUARTERLY,PAYMENT_MODE_SEMI-ANNUAL,PAYMENT_MODE_SINGLE-PREMIUM
17.0,120803.12,999996.0,1.0,52.0,2.0,3,0.12080360321441286,2012,9,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
54.0,100000.0,450000.0,1.0,40.0,2.0,1,0.2222222222222222,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
40.0,100000.0,180000.0,1.0,55.0,2.0,2,0.5555555555555556,2010,2,16,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
27.0,100000.0,549996.0,1.0,82.0,0.0,3,0.1818195041418483,2010,2,25,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
13.0,100000.0,600000.0,1.0,72.0,0.0,3,0.16666666666666666,2009,3,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
95.0,100514.82,549996.0,1.0,35.0,0.0,3,0.1827555473130714,2011,3,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,100000.66,350004.0,1.0,43.0,2.0,1,0.2857129061382156,2009,5,28,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,67.0,3.0,2,0.1818195041418483,2011,3,17,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
65.0,199986.36,699996.0,2.0,62.0,1.0,1,0.28569643255104316,2013,9,17,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,299999.99,499992.0,1.0,48.0,1.0,1,0.6000095801532824,2012,3,16,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,100000.06,499992.0,1.0,43.0,3.0,1,0.20000332005312085,2013,5,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
37.0,100000.0,399996.0,1.0,58.0,2.0,0,0.25000250002500024,2010,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,128613.12,999996.0,1.0,55.0,2.0,0,0.1286136344545378,2013,3,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,100000.42,11986320.0,2.0,54.0,3.0,0,0.008342879215639162,2013,11,13,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,130000.0,999996.0,1.0,43.0,1.0,2,0.13000052000208,2013,2,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,429996.0,1.0,58.0,3.0,1,0.23256030288653848,2009,9,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
32.0,186452.7,624996.0,2.0,29.0,2.0,0,0.29832622928786745,2013,8,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,399996.0,1.0,38.0,3.0,0,0.25000250002500024,2011,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
41.0,483279.0,600000.0,1.0,53.0,1.0,2,0.805465,2010,6,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
53.0,200000.0,600000.0,1.0,42.0,3.0,1,0.3333333333333333,2010,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,100000.8,600000.0,1.0,30.0,0.0,1,0.166668,2011,5,27,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
56.0,150000.0,350004.0,1.0,38.0,2.0,0,0.4285665306682209,2010,6,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,309234.12,1999992.0,1.0,63.0,2.0,2,0.1546176784707139,2013,1,31,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
22.0,300000.0,2132088.0,1.0,61.0,0.0,1,0.1407071377916859,2012,10,31,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
71.0,120000.43,549996.0,6.0,61.0,1.0,2,0.21818418679408577,2013,8,19,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,200000.0,399996.0,1.0,60.0,2.0,0,0.5000050000500005,2012,10,31,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
17.0,284700.53,499992.0,1.0,56.0,3.0,3,0.569410170562729,2013,3,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,249996.0,1.0,61.0,1.0,1,0.4000064001024016,2010,2,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
41.0,285020.0,500004.0,1.0,54.0,3.0,3,0.5700354397164823,2010,3,9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,599909.52,729996.0,2.0,35.0,3.0,1,0.8217983660184439,2012,3,22,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12.0,102000.72,499992.0,2.0,25.0,1.0,2,0.20400470407526522,2012,5,16,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
12.0,399999.99,1399992.0,2.0,55.0,2.0,2,0.2857159112337785,2012,2,29,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,270860.24,2499996.0,2.0,66.0,1.0,2,0.10834426935083095,2013,2,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
96.0,100000.3,549996.0,6.0,68.0,0.0,1,0.18182004960036074,2013,10,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,234614.62,1200000.0,1.0,56.0,1.0,2,0.19551218333333334,2012,2,29,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,600004.8,1800000.0,2.0,43.0,3.0,1,0.333336,2012,3,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
42.0,100000.8,549996.0,1.0,57.0,3.0,1,0.18182095869788145,2009,7,24,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
36.0,100000.8,140004.0,1.0,48.0,2.0,0,0.7142710208279763,2008,10,13,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
17.0,116706.7,279996.0,1.0,60.0,2.0,3,0.41681559736567664,2013,2,18,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
12.0,200000.0,549996.0,1.0,43.0,0.0,1,0.3636390082836966,2010,7,30,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
29.0,100000.0,699996.0,1.0,65.0,1.0,1,0.1428579591883382,2010,1,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,500000.0,3999996.0,2.0,62.0,3.0,1,0.125000125000125,2012,10,31,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
65.0,162000.43,799992.0,1.0,75.0,3.0,3,0.20250256252562523,2013,2,14,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,120000.96,300000.0,1.0,43.0,1.0,1,0.4000032,2013,1,17,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,191000.02,999996.0,1.0,53.0,2.0,2,0.191000784003136,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
48.0,400000.0,500004.0,1.0,47.0,3.0,2,0.7999936000511996,2010,2,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,497000.0,799992.0,1.0,41.0,2.0,1,0.6212562125621256,2013,2,26,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,100000.0,475932.0,1.0,42.0,2.0,0,0.21011404990628912,2010,2,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
36.0,400000.0,1200000.0,1.0,48.0,1.0,2,0.3333333333333333,2009,6,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
48.0,100000.0,3000000.0,1.0,47.0,3.0,1,0.03333333333333333,2010,6,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,107254.8,360000.0,1.0,27.0,1.0,0,0.29793000000000003,2013,5,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12.0,100000.0,1999992.0,1.0,47.0,3.0,0,0.0500002000008,2012,2,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,143973.12,549996.0,6.0,66.0,3.0,3,0.2617712128815482,2012,12,31,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
17.0,102998.54,549996.0,6.0,74.0,3.0,3,0.18727143470134328,2012,12,13,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.0,150772.03,549996.0,1.0,59.0,0.0,2,0.2741329573305988,2010,10,19,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,102076.94,300000.0,1.0,63.0,1.0,3,0.3402564666666667,2013,3,18,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
22.0,125006.24,1500000.0,1.0,33.0,1.0,0,0.08333749333333333,2008,11,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,600000.0,1740000.0,1.0,36.0,1.0,1,0.3448275862068966,2007,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.0,500004.0,1.0,40.0,3.0,1,0.1999984000127999,2008,8,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,197016.25,499992.0,1.0,41.0,1.0,3,0.39403880462087393,2013,7,18,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,496323.0,264000.0,1.0,29.0,0.0,1,1.8800113636363636,2013,3,25,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,400000.0,999996.0,2.0,47.0,3.0,0,0.4000016000064,2013,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,198001.56,499992.0,1.0,40.0,1.0,0,0.3960094561512984,2012,6,29,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,115703.41,999996.0,2.0,44.0,1.0,0,0.11570387281549127,2012,3,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,103090.06,799992.0,2.0,47.0,0.0,2,0.1288638636386364,2013,9,30,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,100000.0,549996.0,1.0,56.0,0.0,1,0.1818195041418483,2009,9,30,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
64.0,120000.43,300000.0,2.0,40.0,2.0,1,0.4000014333333333,2013,9,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,289992.0,1.0,27.0,0.0,2,0.3448370989544539,2013,3,20,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
26.0,150000.0,500004.0,1.0,58.0,3.0,3,0.29999760001919984,2009,10,20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
80.0,145999.93,849996.0,2.0,48.0,0.0,2,0.1717654318373263,2013,2,27,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,199000.0,579768.0,2.0,28.0,0.0,0,0.3432407445736915,2012,2,14,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
49.0,120000.0,300000.0,1.0,46.0,3.0,1,0.4,2010,7,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,185000.0,549996.0,1.0,59.0,0.0,1,0.33636608266241935,2009,10,9,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
82.0,120616.78,549996.0,1.0,50.0,0.0,2,0.21930483130786405,2011,1,20,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.0,123707.88,1399992.0,1.0,42.0,0.0,3,0.08836327636157922,2012,12,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
12.0,100000.0,1999992.0,2.0,40.0,0.0,3,0.0500002000008,2011,12,28,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
46.0,189363.0,800004.0,1.0,48.0,1.0,2,0.23670256648716756,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
40.0,100000.0,1560000.0,1.0,54.0,3.0,1,0.0641025641025641,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,160000.0,600000.0,2.0,61.0,1.0,1,0.26666666666666666,2012,2,29,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
43.0,300000.0,300000.0,1.0,41.0,1.0,1,1.0,2008,11,12,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,250000.0,286908.0,2.0,45.0,3.0,1,0.8713594601753872,2012,12,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
74.0,107320.82,549996.0,2.0,29.0,0.0,0,0.19513018276496558,2013,1,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
12.0,700000.0,600000.0,1.0,55.0,0.0,1,1.1666666666666667,2012,3,29,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
51.0,180000.0,879996.0,1.0,44.0,3.0,1,0.20454638430174682,2010,8,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
77.0,199999.04,549996.0,6.0,64.0,3.0,2,0.36363726281645686,2012,3,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,120618.06,549996.0,1.0,62.0,3.0,3,0.21930715859751707,2010,11,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,199990.0,499992.0,2.0,38.0,0.0,0,0.39998639978239653,2013,3,31,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
27.0,200000.0,500004.0,1.0,36.0,3.0,2,0.3999968000255998,2008,2,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
38.0,100000.0,399996.0,1.0,46.0,3.0,0,0.25000250002500024,2008,7,14,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
23.0,120000.0,549996.0,6.0,75.0,3.0,3,0.21818340497021796,2010,5,19,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
27.0,100000.0,549996.0,1.0,81.0,1.0,3,0.1818195041418483,2010,3,18,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
24.0,100000.0,549996.0,6.0,61.0,3.0,0,0.1818195041418483,2009,3,17,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,198997.56,450000.0,1.0,42.0,1.0,0,0.4422168,2013,4,30,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
64.0,149999.86,799992.0,2.0,74.0,0.0,0,0.18750170001700014,2013,11,25,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
47.0,100000.0,600000.0,1.0,38.0,3.0,1,0.16666666666666666,2008,6,25,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
97.0,103193.09,4399992.0,1.0,39.0,0.0,1,0.023453017641850257,2012,12,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
32.0,120000.96,660000.0,1.0,52.0,3.0,1,0.18181963636363638,2008,3,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
27.0,150000.0,549996.0,1.0,49.0,0.0,2,0.27272925621277244,2010,7,22,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
93.0,326673.52,549996.0,1.0,38.0,0.0,0,0.5939561742267216,2010,12,14,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,1200000.0,1.0,36.0,1.0,1,0.08333333333333333,2012,7,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,100514.2,249996.0,1.0,39.0,1.0,2,0.4020632330117282,2010,9,27,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,121189.2,549996.0,6.0,64.0,2.0,0,0.22034560251347282,2013,9,25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,113870.74,600000.0,1.0,45.0,2.0,3,0.18978456666666668,2013,4,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
51.0,188000.0,750000.0,1.0,34.0,2.0,0,0.25066666666666665,2009,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,250000.0,499992.0,1.0,66.0,2.0,2,0.5000080001280021,2012,5,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
76.0,150000.0,549996.0,1.0,41.0,0.0,1,0.27272925621277244,2010,1,15,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,160000.0,549996.0,6.0,64.0,0.0,3,0.2909112066269573,2013,8,30,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
9.0,100000.0,450000.0,1.0,29.0,0.0,1,0.2222222222222222,2010,4,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
19.0,120000.02,1599996.0,2.0,36.0,1.0,1,0.0750002000005,2013,9,26,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,199998.0,549996.0,1.0,44.0,0.0,1,0.3636353718936138,2010,1,15,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
12.0,150000.0,549996.0,1.0,48.0,0.0,2,0.27272925621277244,2011,1,14,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,500000.0,1500000.0,1.0,52.0,3.0,0,0.3333333333333333,2009,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,124677.48,999996.0,1.0,60.0,1.0,3,0.12467797871191484,2012,12,17,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
17.0,133829.04,549996.0,6.0,63.0,2.0,3,0.24332729692579583,2012,12,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
17.0,100000.0,699996.0,1.0,46.0,0.0,3,0.1428579591883382,2009,7,13,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
22.0,120000.96,399996.0,1.0,46.0,3.0,1,0.30000540005400056,2010,8,11,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,500000.0,999996.0,2.0,38.0,2.0,0,0.500002000008,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
100.0,300059.16,549996.0,1.0,41.0,0.0,2,0.5455660768441952,2010,12,28,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
51.0,1000000.0,1100004.0,1.0,44.0,3.0,0,0.9090876033178061,2010,3,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27.0,110000.0,660000.0,1.0,38.0,1.0,1,0.16666666666666666,2010,2,18,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
28.0,100000.0,300000.0,1.0,56.0,2.0,1,0.3333333333333333,2008,3,28,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,200018.89,600000.0,2.0,62.0,3.0,2,0.3333648166666667,2013,3,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.0,200000.0,500004.0,1.0,75.0,3.0,3,0.3999968000255998,2010,8,31,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
12.0,100000.0,549996.0,4.0,33.0,1.0,0,0.1818195041418483,2008,3,27,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
22.0,309270.02,600000.0,1.0,52.0,0.0,3,0.5154500333333334,2013,6,28,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
27.0,131808.24,2400000.0,1.0,48.0,3.0,3,0.0549201,2013,3,26,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,128862.52,300000.0,2.0,41.0,0.0,0,0.42954173333333334,2012,12,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
22.0,100000.0,549996.0,6.0,73.0,3.0,2,0.1818195041418483,2010,3,25,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,294996.0,1.0,39.0,2.0,1,0.33898764729013275,2010,2,19,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,102574.69,549996.0,6.0,68.0,3.0,0,0.18650079273303807,2013,9,12,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
82.0,197012.07,549996.0,6.0,87.0,0.0,3,0.3582063687735911,2012,10,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,800004.0,1.0,29.0,2.0,0,0.12499937500312498,2008,5,20,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,250000.0,495000.0,1.0,48.0,3.0,2,0.5050505050505051,2011,7,18,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,154635.19,399996.0,1.0,52.0,2.0,3,0.3865918409184092,2013,10,31,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
36.0,100000.0,549996.0,4.0,58.0,1.0,3,0.1818195041418483,2010,9,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27.0,100000.0,399996.0,5.0,25.0,0.0,2,0.25000250002500024,2009,12,31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
22.0,102495.0,330000.0,1.0,43.0,2.0,0,0.3105909090909091,2009,1,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
95.0,100514.82,549996.0,1.0,26.0,0.0,3,0.1827555473130714,2011,3,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
12.0,200000.0,2299992.0,1.0,41.0,1.0,1,0.08695682419764938,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,200000.0,799992.0,2.0,42.0,2.0,3,0.25000250002500024,2012,3,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,450000.0,2.0,45.0,1.0,1,0.2222222222222222,2013,2,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
45.0,1250050.0,2000004.0,1.0,49.0,2.0,2,0.6250237499525001,2010,9,20,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.99,600000.0,5.0,50.0,0.0,1,0.16666831666666668,2011,2,28,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
54.0,325069.79,549996.0,6.0,73.0,2.0,3,0.5910402802929475,2012,5,25,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
22.0,211622.5,1999992.0,1.0,50.0,3.0,3,0.10581167324669298,2013,9,12,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
17.0,100000.0,279996.0,1.0,54.0,3.0,0,0.3571479592565608,2010,1,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
32.0,500000.0,900000.0,1.0,63.0,1.0,2,0.5555555555555556,2010,5,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
101.0,118329.36,1179996.0,1.0,33.0,0.0,1,0.10027945857443585,2012,11,30,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
36.0,120000.0,549996.0,4.0,59.0,1.0,3,0.21818340497021796,2010,6,21,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
22.0,200000.0,159996.0,1.0,26.0,1.0,3,1.2500312507812696,2011,10,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,699996.0,2.0,75.0,1.0,0,0.1428579591883382,2013,1,7,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
17.0,121886.95,499992.0,2.0,33.0,0.0,1,0.24377780044480712,2011,11,17,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
98.0,165238.56,499992.0,2.0,34.0,0.0,0,0.3304824077185235,2013,10,28,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
91.0,253875.0,699996.0,1.0,50.0,0.0,0,0.36268064388939364,2011,12,13,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,500004.0,1.0,23.0,0.0,1,0.1999984000127999,2008,5,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
73.0,119996.16,799992.0,1.0,30.0,2.0,1,0.14999669996699969,2013,7,29,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
40.0,1500000.0,600000.0,1.0,55.0,3.0,1,2.5,2010,3,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
12.0,250000.0,799992.0,2.0,60.0,0.0,1,0.31250312503125033,2012,3,27,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
41.0,120000.0,549996.0,1.0,49.0,2.0,0,0.21818340497021796,2008,11,14,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
17.0,201029.44,300000.0,1.0,48.0,3.0,1,0.6700981333333333,2010,11,30,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,100000.19,360000.0,1.0,52.0,2.0,2,0.27777830555555555,2008,7,14,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
45.0,200000.0,600000.0,1.0,40.0,2.0,1,0.3333333333333333,2008,2,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12.0,200000.0,549996.0,1.0,51.0,0.0,2,0.3636390082836966,2010,4,20,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,78.0,3.0,3,0.1818195041418483,2009,10,9,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,132920.52,799992.0,1.0,43.0,2.0,3,0.16615231152311521,2013,11,19,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
22.0,200000.0,1100004.0,1.0,36.0,2.0,1,0.18181752066356122,2010,3,25,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,249996.0,1.0,26.0,3.0,0,0.4000064001024016,2011,2,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,119991.36,3999996.0,1.0,57.0,3.0,2,0.02999786999787,2013,9,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,103993.24,499992.0,2.0,35.0,3.0,2,0.2079898078369254,2013,8,16,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
17.0,100000.0,485004.0,1.0,45.0,1.0,0,0.20618386652481216,2008,9,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,549996.0,1.0,50.0,0.0,2,0.1818195041418483,2010,3,8,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,100000.0,500004.0,1.0,37.0,2.0,0,0.1999984000127999,2009,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
78.0,137000.08,799992.0,1.0,56.0,0.0,2,0.17125181251812516,2013,1,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
53.0,101999.76,499992.0,1.0,52.0,2.0,3,0.2040027840445447,2011,6,28,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
96.0,100000.11,600000.0,2.0,48.0,0.0,2,0.16666685,2013,10,28,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
75.0,120000.52,900000.0,2.0,56.0,3.0,2,0.13333391111111112,2013,5,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
86.0,272976.2,2638860.0,2.0,47.0,0.0,1,0.10344474507931456,2012,3,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
30.0,250000.0,31400004.0,1.0,55.0,2.0,1,0.007961782425250646,2008,9,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
92.0,135083.6,549996.0,1.0,41.0,0.0,0,0.2456083316969578,2011,1,20,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,399996.0,2.0,38.0,1.0,1,0.25000250002500024,2013,5,31,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
48.0,200022.53,1899996.0,1.0,59.0,1.0,0,0.10527523742155247,2011,5,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
22.0,124968.2,199992.0,2.0,58.0,3.0,0,0.6248659946397855,2013,10,15,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
61.0,128000.33,549996.0,6.0,80.0,3.0,2,0.2327295653059295,2013,1,8,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
